gene_id	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ENSG00000026652	102	1926	2	127	1384	0	19	0	226
ENSG00000026751	359	1	620.7	3	51.23	0	0	0	1
ENSG00000026950	635.25	565	202.39	100	15	0	249	0	169
ENSG00000027001	1	4	0	279	0	0	0	0	0
ENSG00000027075	191.2	0	96	31.45	310	1565	0	0	1816
ENSG00000027644	0	0	0	71	0	0	0	0	0
ENSG00000027697	849	0	321	153	143	0	10	0	31
ENSG00000027847	44	0	2	9	3	0	0	0	0
ENSG00000027869	0	0	6	0	0	0	0	0	1
ENSG00000028116	186.8	0	41	182	0	0	0	0	0
ENSG00000028137	8998	978	3458.1	8.22	219.11	5.86	179	891	712.7
ENSG00000028203	175	871	60.63	1292.78	203.02	1	476.4	141	694
ENSG00000028277	566	0	956	162	0	0	0	0	1
ENSG00000028310	86	0	120	70	2105	0	22	0	0
ENSG00000028528	957	265	528	337	40	1	167	1	718
ENSG00000028839	13	0	24	4	0	1	2	22	0
ENSG00000029153	131	0	0	59.1	0	0	2.48	44.07	0
ENSG00000029363	1119	1010	245	553	1977	123	193	621	1107.68
ENSG00000029364	607	144	404	148	0	0	62	51	0
ENSG00000029534	0	0	0	77	0	0	0	0	0
ENSG00000029559	1	0	0	0	0	0	0	0	0
ENSG00000029639	3	0	31	43	132.94	0	10	1	0
ENSG00000029725	395	480	82	105	311	0	1	180	7077
ENSG00000029993	88	0	53	32	0	0	109	0	1
ENSG00000030066	217	0	41	177	0	0	4	6	184
ENSG00000030110	113	0	70	54	1264	0	0	0	0
ENSG00000030304	0	0	0	1	0	0	0	0	0
ENSG00000030419	7	56	43	0	200	0	0	0	10
ENSG00000030582	11795	3	4942	825	0	3704	1261	1124	31
ENSG00000031003	190	0	196	300	0	0	0	0	0
ENSG00000031081	650	44	840	215	1	1	51	0	0
ENSG00000031691	6	0	0	12	0	0	0	0	120
ENSG00000031698	264	200	195	227	0	2	488	0	0
ENSG00000031823	270	0	113.1	594.98	0	0	2	0	645
ENSG00000032219	369	10	60	18	318	2134	201	1	46
ENSG00000032389	80	0	1	0	0	0	0	0	0
ENSG00000032444	1066	0	459	284	0	331	1534	2	6
ENSG00000032742	71.03	192	43	12	0	39	7.25	0	0
ENSG00000033011	104.05	0	149	36	0	0	2	0	0
ENSG00000033030	91.64	4.38	109.03	88.34	8.07	0	4.12	64.07	17.42
ENSG00000033050	227	2934	1414	893	0	0	6931	13	92
ENSG00000033100	97	0	439	330	0	0	342	0	910
ENSG00000033122	12	0	0	0	0	0	0	0	0
ENSG00000033170	68.55	0	334.77	66.83	37.58	0	166.84	2	0
ENSG00000033178	187	0	13	79	0	0	60	25	5.35
ENSG00000033327	3180	1259	316	294	3	6697	19	3	1866
ENSG00000033627	733.92	202	953	330.45	147	24.95	289	32	368
ENSG00000033800	1380.91	695	635.97	528.85	0	0	81	0	0
ENSG00000033867	98	12	99	17	0	1	91	1	0
ENSG00000034053	0	0	0	211.36	0.92	0	0	0	0
ENSG00000034152	276.97	0	264	35	0	2	52	0	0
ENSG00000034239	0	0	0	0	0	0	0	0	0
ENSG00000034510	2926	558	1836	2214	214	0	3079	13	5313
ENSG00000034533	21.07	0	59.71	18	0	0	0	0	1
ENSG00000034677	351.7	827	35	89	1132	0	0	1	10308
ENSG00000034693	0	1	1	6	0	0	0	0	0
ENSG00000034713	456	5	446	177.23	0	0	8	12.19	8
ENSG00000034971	2	0	0	0	0	0	0	0	0
ENSG00000035115	68	0	85	110	0	335	265	208	800
ENSG00000035141	95	0	57	58	431	412	3090.32	0	1487
ENSG00000035403	2185.21	1145.58	479.8	2265.39	1.72	7	316.88	13759.06	4270
ENSG00000035499	2	0	0	136	0	0	0	0	0
ENSG00000035664	1.02	0	50.24	54.28	665.1	243	169.22	3.2	0
ENSG00000035681	549	0	127	18	0	1	384	0	516
ENSG00000035687	73	0	9	112	0	0	7	0	0
ENSG00000035720	0	0	3	0	0	0	0	0	0
ENSG00000035862	4123	14460	1375	5215	0	0	387	1019	44
ENSG00000035928	269	2553	2	69	0	2	222	0	0
ENSG00000036054	263	0	10	43	1818	0	0	0	0
ENSG00000036257	335	1	184	108	2	0	106	24	39
ENSG00000036448	0	0	0	4	0	0	0	0	0
ENSG00000036473	0	0	0	0	0	0	0	0	0
ENSG00000036530	6.95	0	65.61	28.85	3.75	87.31	14.56	25.79	1.36
ENSG00000036549	173	0	42	21	10	1	16	0	0
ENSG00000036565	0	0	0	3.31	0	0	0	0	0
ENSG00000036672	49	188	0	0	0	0	0	0	0
ENSG00000036828	0	0	0	0	0	0	0	0	0
ENSG00000037042	7.6	1	16	149.01	0	0	244.24	264	0
ENSG00000037241	77	192.92	6	28	0	0	2	0	0
ENSG00000037280	0	0	0	0	0	0	0	8	0
ENSG00000037474	189	2	82	105	0	442	77	3794	1322
ENSG00000037637	194	0	421.06	279.24	0	0	69	0	0
ENSG00000037749	155	0	370	26	1	0	1	1	0
ENSG00000037757	82.73	0	4.61	284.83	0	25.93	3	13.88	25.65
ENSG00000037897	1	244	4	0	0	0	0	0	0
ENSG00000037965	0	0	0	0	0	0	0	0	0
ENSG00000038002	224	0	0	0	5	0	143	0	0
ENSG00000038210	17	0	20.21	2.94	0	0	6.16	0	4.67
ENSG00000038219	2100	53	404	737	1338	10	1552.05	2	1004
ENSG00000038274	228	1	121	29	0	0	0.98	104	2039
ENSG00000038295	0	0	0	17	0	0	0	0	0
ENSG00000038358	8.97	0	882	153	0	4	158	8339	0
ENSG00000038382	1218	5100	594	2463	0	0	1462	65	7
ENSG00000038427	27754	18456	3251	9853.76	0	0	300	2228	0
ENSG00000038532	249	1	254	412.09	0	0	54	1247	1
ENSG00000038945	4835	1	395	0	0	0	2	1	0
ENSG00000039068	19	2	269.96	518	3034	27090	2049	76	3975.47
ENSG00000039123	199.21	37.06	136.81	141.39	114.26	0	77.96	0	864.01
ENSG00000039139	0	0	0	20	0	1	0	0	0
ENSG00000039319	212.22	29	65.2	184.67	4.28	0	71.07	30.18	33.84
ENSG00000039523	453.25	465.98	147	379	0	1	2082	76.07	0
ENSG00000039537	0	0	0	0	0	0	0	0	0
ENSG00000039560	18	578	1	375	0	3	74	0	0
ENSG00000039600	0	0	0	0	0	0	0	0	0
ENSG00000039650	61	0	75	94	0	0	11	0	27
ENSG00000039987	0	0	0	0	0	0	0	0	0
ENSG00000040199	125.53	1	112	76	0	0	542	0	68
ENSG00000040275	74	0	11	181	0	0	0	0	0
ENSG00000040341	373	0	11	46	227	0	154	70	453
ENSG00000040487	9	1.04	8.47	85	1	0	0	0	0
ENSG00000040531	271	0	374	127	475	0	14	14	0
ENSG00000040608	0	0	0	0	0	0	0	0	0
ENSG00000040633	0	0	22	41	0	0	0	7	0
ENSG00000040731	0	0	0	0	0	0	0	0	0
ENSG00000040933	472	1324	743	565	770	3	240	73	3
ENSG00000041353	0	0	0	6	0	0	64	0	0
ENSG00000041357	787	1038	442	454	0	1	381	1	2
ENSG00000041515	1	0	0	0	0	0	0	0	0
ENSG00000041802	144.78	8	436	232	0	12	392	0	260.1
ENSG00000041880	37	0	15	45	0	0	17	0	0
ENSG00000041982	16	822	1	4145	0	13	0	3	0
ENSG00000041988	0	0	210.95	37	0	0	0	0	0
ENSG00000042062	0	0	3.21	69.17	0	0	0.32	62	0
ENSG00000042088	60	2	4	21	211	0	69	0	1
ENSG00000042286	8.74	0	5	21	0	29	17	0	17
ENSG00000042304	1.26	0	0	3	0	0	0	0	0
ENSG00000042317	0	0	0	5	0	0	0	0	0
ENSG00000042429	421	0	29.95	210.15	273	1	518.18	69.34	0
ENSG00000042445	128	0	231	53	521	15	33	0	1
ENSG00000042493	675	1	745	1	0	0	126	5	1704
ENSG00000042753	328	24	127	18	0	0	30	111	80
ENSG00000042781	0	0	0	0	0	0	0	0	0
ENSG00000042813	0	0	0	0	0	0	0	0	0
ENSG00000042832	0	0	0	91	0	0	0	0	0
ENSG00000042980	76	0	455	76	0	4	0	1	0
ENSG00000043039	11.36	0	0	2	0	0	0	0	0
ENSG00000043093	132	0	194.08	103.25	49	0	77	41.35	0
ENSG00000043143	26	188	183	71	0	0	424	1	0
ENSG00000043355	0	0	0	0	0	0	0	0	0
ENSG00000043462	3631	1	2673	124	1354	225	232	4	2238
ENSG00000043514	3	0	147	4	0	0	0	0	44
ENSG00000043591	0	0	0	0	0	0	0	0	0
ENSG00000044012	0	0	0	0	0	0	0	0	0
ENSG00000044090	9	0	163	451	119	0	570	0	0
ENSG00000044115	2275	2636	486	932.99	0	9508	1150	52	1522
ENSG00000044446	149	0	534.83	537	0	1	213	3451	480
ENSG00000044459	519.96	0	5.07	92.94	0	0	28	0	0
ENSG00000044524	0	75	0	218	0	0	0	0	0
ENSG00000044574	4818	3326	4633	6583	1513	1	2603	1	10414
ENSG00000046604	43.95	52.22	165.96	257.16	117.72	590.03	2202.91	13.35	2224.22
ENSG00000046647	2	0	0	43	0	0	437	0	14
ENSG00000046651	111	436	42	113	7170	0	3	0	0
ENSG00000046653	6	0	2	0	0	0	0	0	0
ENSG00000046774	0	0	0	0	0	0	114	0	43
ENSG00000046889	10	4	0	18	0	0	80	966	0
ENSG00000047056	111	0	30	16	0	0	0	0	2132
ENSG00000047188	269.04	154	144.97	50.94	123	0	34	17	15
ENSG00000047230	34	0	27	25	0	0	562	0	2
ENSG00000047249	345	1728	142	126	0	1	0	0	8
ENSG00000047315	551.54	3	180.53	330.12	1934.85	1	11	266	216
ENSG00000047346	59	55	39	130	304	18	19	0	89
ENSG00000047365	85	0	56	2	47	0	0	0	108
ENSG00000047410	709.02	252.69	330	1212.22	2999	1	82	6	3
ENSG00000047457	73	509	9	4	0	1	0	0	5
ENSG00000047578	113.05	0	367	114	0	0	6	0	25
ENSG00000047579	222	0	27	48	0	0	135	0	0
ENSG00000047597	0	0	0	6	0	0	5	0	0
ENSG00000047617	0	0	0	0	0	0	0	0	0
ENSG00000047621	94	141	30.64	27.97	0	0	3	1	0
ENSG00000047634	61	0	74	1	0	0	31	0	204
ENSG00000047644	113	0	37	335	0	0	225	30	0
ENSG00000047648	14	0	0	52	0	0	0	0	0
ENSG00000047662	0	0	0	0	0	1	0	0	0
ENSG00000047849	1194	2159	1037	2450	496	3	3086	238	272
ENSG00000047932	79	360	156.96	281.01	0	2	4	137.41	28
ENSG00000047936	0	0	0	0	0	0	0	0	0
ENSG00000048028	106	0	145	149	6532	1	81	794	0
ENSG00000048052	170	0	79	11	73.72	80	0	12	0
ENSG00000048140	83	0	0	0	2339	0	34	5	0
ENSG00000048162	107.22	3	4	0	0	0	11	0	0
ENSG00000048342	81	6	4.2	155.03	0	2	57.92	177.66	1
ENSG00000048392	44	0	0	1	0	0	53	0	0
ENSG00000048405	73	1	96	83	17	0	0	0	14
ENSG00000048462	0	0	1	0	0	0	0	0	0
ENSG00000048471	882	1	530.04	230.11	0	0	4.79	250.01	7.28
ENSG00000048540	4	740	0	2	0	0	2	0	0
ENSG00000048544	156	62	138	81	0	1	4	22	68
ENSG00000048545	0	0	0	0	0	0	0	0	0
ENSG00000048649	635	19	284	502.71	782	2433	60.15	697.61	328
ENSG00000048707	592	2326	1262	811	82	0	148	5	86
ENSG00000048740	2336	7729	439	63	575	0	90	0	67
ENSG00000048828	1724	6169	390	372	244	508	421	8	1481
ENSG00000048991	596	240	43	649	3.72	0	70	0	394
ENSG00000049089	1	0	100	0	0	0	0	0	0
ENSG00000049130	1	8	1	24	1	0	0	23	0
ENSG00000049167	0	0	0	0	0	0	0	0	0
ENSG00000049192	11	1	0	321	0	0	0	287	0
ENSG00000049239	383.06	0	155.34	710.1	90.05	2	436	47.02	1
ENSG00000049245	1226	1143	452	479	0	1	1038	277	64
ENSG00000049246	205	2530	1	29	0	0	61	0	0
ENSG00000049247	0	0	0	0	0	0	0	0	0
ENSG00000049249	13.24	0	47.06	6.46	22.84	0	40	0.73	41.14
ENSG00000049283	0	0	42	47	0	0	142	0	0
ENSG00000049323	5	636	1	860	0	1654	82	0	9341
ENSG00000049449	344.8	1899.18	59.19	402.75	475.21	2	1051.53	1	303.91
ENSG00000049540	0	104	2	871	0	0	0	0	0
ENSG00000049541	51.7	1	29.75	38.52	0	0	5.1	0	0
ENSG00000049618	460	213	432.01	749.03	71	1	280.82	0	0
ENSG00000049656	481	0	550	328	0	0	2	0	389
ENSG00000049759	70	2	52	54.03	0	7	82	2.83	109
ENSG00000049768	0	0	0	1	543	0	28	0	632
ENSG00000049769	4	0	0	0	0	0	0	0	0
ENSG00000049860	853	795	177	100.19	1.16	0	448	0	520
ENSG00000049883	2	0	38.08	51	0	0	0	0	0
ENSG00000050030	0	0	0	0	0	0	0	0	0
ENSG00000050130	90.37	36	29.95	77.16	11.19	0	2	0	1065.4
ENSG00000050165	0	0	2	1098	0	1	23	113	0
ENSG00000050327	5.61	0	42.65	97.84	0	0	1324.33	13.16	333.23
ENSG00000050344	30	0	44	94	15	114	202	16	13
ENSG00000050393	223.19	94.63	292.17	21.89	11.44	5.03	59.88	18.08	0
ENSG00000050405	382	1338	195	331	120	8713	551	24	8857
ENSG00000050426	226.2	322.26	36.47	204.82	1.56	0	16.84	26.27	8.77
ENSG00000050438	10.64	8.83	38.97	31.55	70.83	54.54	0	9.83	33.87
ENSG00000050555	0	0	0	270	0	0	0	0	0
ENSG00000050628	2	0	7	14	0	0	0	0	0
ENSG00000050730	9	0	0	0	0	1164	0	1	1641
ENSG00000050748	624.35	2550	169.44	46.31	116.55	0	56.24	2.16	259
ENSG00000050767	0	0	0	0	0	0	0	0	0
ENSG00000050820	0	0	0	183	0	0	0	0	95
ENSG00000051009	20	0	168	243	0	0	305	498	830
ENSG00000051108	1212	33	442	628.03	4221	2	1080	154	8
ENSG00000051128	19	0	10	16	0	0	345	0	0
ENSG00000051180	2	0	0	23	20	0	0	0	0
ENSG00000051341	2.09	0	11	11	0	0	0	0	0
ENSG00000051382	237	19	122	0	0	0	1119	0	21
ENSG00000051523	188	0	195	82	2	0	315	1	2
ENSG00000051596	28.79	1	60.99	52.9	328.03	0	0	0	0
ENSG00000051620	186	882	198	197	0	0	4	0	282
ENSG00000051825	70	0	2	56	85	164	0.37	0	2
ENSG00000052126	261.67	212	62.83	126.85	0	0	0	12.23	8.69
ENSG00000052344	0	0	198	72	0	114	479.67	58	1
ENSG00000052723	89	0	26	116	0	0	339	1	0
ENSG00000052749	442.95	16.18	356.63	256.06	60.72	96.29	99.07	1.23	28.69
ENSG00000052795	912	3200	282	261	0	0	254	17	0
ENSG00000052802	9	10	72	7.16	0	215	661.01	0	6.97
ENSG00000052841	671	0	398	540	3125	1	91	2	2503
ENSG00000052850	0	0	0	0	0	0	0	0	0
ENSG00000053108	0.99	0	0	1.41	0	0	96.31	0	0
ENSG00000053254	5865.77	13083.5	438.2	1625	8352	0	192.58	0	367
ENSG00000053328	0	0	0	42	0	0	0	0	0
ENSG00000053371	17	4	6	41	0	0	15	4	0
ENSG00000053372	40	0	126.89	19.94	0	0	0	1	0
ENSG00000053438	0	0	0	0	0	0	0	0	0
ENSG00000053501	92	0	76.57	40.47	0	0	15	1.76	0
ENSG00000053524	8	36.86	17.89	75.51	13.77	2.06	0	31.54	0
ENSG00000053702	0	0	0	405.34	0	0	0	65	0
ENSG00000053747	25	294	8	409	0	3152	160	3	1446
ENSG00000053770	14	0	7	39	0	2	91	198	172
ENSG00000053900	62	0	5	98	0	0	0	0	0
ENSG00000053918	199.91	0	28	29	0	0	16.23	52	76
ENSG00000054116	207	1994	315	147.62	0	0	2	0	720
ENSG00000054118	1415.99	6296	1225	382.85	385	152	2159.13	225.81	206
ENSG00000054148	13	6	42	185	0	0	0	0	177
ENSG00000054179	0	0	0	4	0	0	0	0	1
ENSG00000054219	564.08	0.61	279.1	42.9	11	7	0	118.79	888
ENSG00000054267	570.94	26	194.01	216.19	1740.76	0	83.84	1	1651.01
ENSG00000054277	249.45	0	21.75	5	0	0	161	0	0
ENSG00000054282	272.07	5	35	212.48	1632.16	0	2	537	6.02
ENSG00000054356	0	0	0	9	0	0	0	0	0
ENSG00000054392	6	1	0	0	0	0	0	0	0
ENSG00000054523	975.27	866.04	198.04	79.14	1.08	0	335.65	0	443.98
ENSG00000054598	36	126	0	0	0	1	106	0	0
ENSG00000054611	717	21.04	986.07	144.16	1	0	526.73	2	1.02
ENSG00000054654	108.85	366	362.92	570.8	4301	1342.85	1253.88	461.05	2716.96
ENSG00000054690	12.01	9.37	88.2	204.62	153.67	145.01	6.3	17.66	55.59
ENSG00000054793	50	0	226	636	1	57531	583	2020	2
ENSG00000054796	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	0	0	0
ENSG00000054938	0	0	0	65	0	0	0	0	0
ENSG00000054965	506	138	485	1148	0	0	99	2	0
ENSG00000054967	441	0	576	0	0	0	209	0	22
ENSG00000054983	766	155	925	140.98	0	0	402	2	204
ENSG00000055044	491	486	328	185	250	0	236	0	3
ENSG00000055070	710	208	469	284	39	1	103	11	2
ENSG00000055118	0	0	91	4	0	0	267	0	0
ENSG00000055130	256	164	179	177	582	0	459	0	351
ENSG00000055147	50	1	178	20	1056	0	3	0	0
ENSG00000055163	521	0	632	19	0	38	252	0	4905
ENSG00000055208	755	60	363	218	1468	6600	85	6	4018
ENSG00000055211	152.25	87.74	93.76	29.76	0	0	125.94	1.45	2
ENSG00000055332	266.24	40.04	93.29	133.24	654	103.17	3.07	2.01	62.7
ENSG00000055483	1425	3	959	217	674	2	1413	359	1447
ENSG00000055609	2776	1201	1249	1074	2156	995	869	3740	1224
ENSG00000055732	22	1	0	6	0	0	0	0	0
ENSG00000055813	52.63	68	0	0	413	0	0	0	0
ENSG00000055917	555	2210	284	631	525	0	64	132	992
ENSG00000055950	140	2	51	17	0	6	0	0	0
ENSG00000055955	38.77	0	32	0	0	0	0	0	0
ENSG00000055957	0	0	0	0	0	0	0	0	0
ENSG00000056050	19	83	0	69	17	0	0	0	0
ENSG00000056097	754	239	364	293	901	0	426	0	262
ENSG00000056277	47	12	13.18	98.13	0	0	71.32	0	372
ENSG00000056291	1	0	0	0	0	0	0	0	0
ENSG00000056487	0	0	0	0	0	0	0	0	0
ENSG00000056558	158	0	376	128	276	0	77	1	1047
ENSG00000056586	251	1	189	131	774	0	44	2	19
ENSG00000056736	1	0	0	39	0	0	0	0	0
ENSG00000056972	49.96	8.18	109.04	25.75	16.87	9634	177.83	17.1	0
ENSG00000056998	0	0	0	241	0	0	59	0	0
ENSG00000057019	33	121	1.06	177	0	1	4	16.95	22.15
ENSG00000057149	0	0	0	0	0	0	0	0	0
ENSG00000057252	1176	18	166.64	51.65	162	0	0	0	4.02
ENSG00000057294	309	0	15	72	35	715	1582	1	3
ENSG00000057468	0	0	0	0	0	0	0	0	0
ENSG00000057593	0	0	0	1	0	0	0	0	0
ENSG00000057608	1555	1384	675	504	238	1	1065	3	128
ENSG00000057657	980	1	1151	1492	6664	14976	18	984	4486
ENSG00000057663	51.7	0	98	141	0	8	100.21	0	0
ENSG00000057704	326	0	208	1	0	922	0	8	0
ENSG00000057757	425	2	11	79	0	0	338	0	0
ENSG00000057935	7	1442	1	401	1.02	0	188	0	0
ENSG00000058056	153	1	213.01	163	188	0	1	499	0
ENSG00000058063	593	993	148	292	8277	1	55	848	395
ENSG00000058085	0	3	76.05	118	0	18123	1098	17	929
ENSG00000058091	56	611	26	218	0	0	0	0	0
ENSG00000058262	915.98	6469	1448	1070.06	0	2	425	3	1
ENSG00000058272	483	34.99	217.68	174	74	15	341	199	302
ENSG00000058335	5	0	3	0	0	0	0	0	0
ENSG00000058404	0	0	0	0	0	0	0	0	0
ENSG00000058453	85	0	17	180	0	0	0	0	1
ENSG00000058600	7	1	107	108.06	1	0	0	0	34
ENSG00000058668	843	3945	169	576	1900	0	38	203	154
ENSG00000058673	829.17	281	205.37	1129.58	2867	43	224.05	1142	1532
ENSG00000058729	11	0	11	21	0	8	17	0	829
ENSG00000058799	198	0	206	108	2188	0	88	0	0
ENSG00000058804	126	0	15	28	0	0	0	0	0
ENSG00000058866	230	0	213	3	0	0	4	0	0
ENSG00000059122	10	1	18.9	54.32	85.31	0	6	1.24	6
ENSG00000059145	2	4	17.12	0	0	0	1.49	0	0
ENSG00000059377	1015	0	499	97	3614	0	315	2	1
ENSG00000059378	179	0	66	43	1016	0	245	0	1
ENSG00000059573	198	317	56	382	0	1	360	2145	962
ENSG00000059588	131.73	18	287.3	89.76	180.19	13.31	193.37	8.82	2
ENSG00000059691	34.69	0	0	34.63	0	0	0	4.27	0
ENSG00000059728	8683	47	5017	690	67	39480	2898	1605	409
ENSG00000059758	158	98	4	4	0	0	1	179	0
ENSG00000059769	5	2	2	12	0	0	0	22	0
ENSG00000059804	13559	6082	4748.61	661.06	3713.93	3	1158	120	1219.14
ENSG00000059915	2	0	0	3	0	0	0	0	0
ENSG00000060069	37	0	23	4	0	0	0	0	0
ENSG00000060138	1504.46	477	427.55	558.79	75.46	0	191.65	298	0
ENSG00000060140	0	0	0	0	0	0	0	0	0
ENSG00000060237	5998	406	2015	1103	29854	1	605	2	1870
ENSG00000060303	0	0	0	0	0	0	0	0	0
ENSG00000060339	380.56	1721.01	248.79	193.51	326.26	4.42	525.65	0	25.24
ENSG00000060491	83	0	117	186	0	0	78	496	0
ENSG00000060558	414	0	820.57	0	449	0	0	2	1
ENSG00000060566	0	0	0	1	0	0	0	0	0
ENSG00000060642	154	0	6	3	0	0	0	0	28
ENSG00000060656	0	0	0	10	0	0	0	0	0
ENSG00000060688	168	0	28	55	0	0	0	0	296
ENSG00000060709	0	0	0	2	0	0	0	0	0
ENSG00000060718	0	3156	0	1899	0	0	0	16	0
ENSG00000060749	525	819	178	392	0	1305	0	2	178
ENSG00000060762	37	0	21	21	0	0	81	0	0
ENSG00000060971	277	0	38	91	0	0	84	1302	0
ENSG00000060982	354	328	171	62	0	0	0	0	0
ENSG00000061273	119	1812	113	403	0	0	11	0	0
ENSG00000061337	1	0	1	79	0	0	5	1546	0
ENSG00000061455	1	47	0	178	0	0	0	0	0
ENSG00000061492	0	0	0	0	0	0	0	0	0
ENSG00000061656	7	0	4	9	0	0	0	0	0
ENSG00000061676	9.89	376	20.61	957.21	239.92	224.54	65.2	449.91	901.83
ENSG00000061794	157	114	30	3	0	0	6	0	273
ENSG00000061918	0	0	0	155	0	0	9	0	0
ENSG00000061936	637	2239	180	573	0	212	28	231	31
ENSG00000061938	26.97	0.57	61.6	78.88	0	0	19.06	93	2.04
ENSG00000061987	150	668	90	282	3497	1	507	457	821
ENSG00000062038	2	7.55	29.07	282.35	0	1	1	2328.28	2.12
ENSG00000062096	0	0	0	0	0	0	0	0	0
ENSG00000062194	983	804	304	385	7155	1	218	76	0
ENSG00000062282	100	0	79	0	0	0	18	0	0
ENSG00000062370	21	0	0	0	0	0	0	0	0
ENSG00000062485	1660	193	1552.81	1116.28	2359.88	2.54	2947	1499	1626
ENSG00000062524	0	0	0	0	0	0	337	0	263
ENSG00000062582	112	61	110.13	141.9	0	0	21	0	189
ENSG00000062598	358	0	753	545	98	2	0	1	0
ENSG00000062650	972	852	503	72	735	0	60	0	582
ENSG00000062716	2730	979	3122.53	4128	3599.04	1912	2054	3742	1101
ENSG00000062725	76	15	17	78	28	0	5	0	0
ENSG00000062822	7	0	3	22	0	0	33	0	0
ENSG00000063015	0	0	0	0	0	0	0	0	0
ENSG00000063046	3907.98	109	1394.65	883.47	1771.95	3	696	8	1485
ENSG00000063127	0	0	0	0	0	0	0	0	0
ENSG00000063169	20	8	0	43	0	0	29	0	23
ENSG00000063176	24.01	0	11	134	0	0	0	1	1
ENSG00000063177	3658	907	2798	3209	732	387	7072	2	1323
ENSG00000063180	2	0	286	91	900	0	0	0	0
ENSG00000063241	45	0	0	19	0	0	0	0	0
ENSG00000063244	106	0	246	671	624	13	410	33703	0
ENSG00000063245	233.95	11.81	150.51	33.7	25.73	16.1	198.21	52.81	38.58
ENSG00000063322	490.72	19	413.76	120.22	0	0	243	0	387.03
ENSG00000063438	0	3	0	0	0	0	0	0	0
ENSG00000063515	0	0	0	0	0	0	0	0	0
ENSG00000063587	18	40	255	320	0	2	35	415	0
ENSG00000063601	107	0	14	93	0	0	6	0	0
ENSG00000063660	0	0	0	261	0	0	15	20	0
ENSG00000063761	28	0	2	5	603	0	0	0	0
ENSG00000063854	265	0	16	50.85	0	0	777.98	0	0
ENSG00000063978	802	1967	595	206	0	0	10	0	962
ENSG00000064012	47.37	0	165.83	107.73	296.74	3.07	16.44	0	8.26
ENSG00000064042	29	252	34	134	0	0	10	0	0
ENSG00000064102	27	11	3	0	0	0	33	0	0
ENSG00000064115	425	1	205	117	0	0	254	0	2
ENSG00000064195	0	0	0	18	448	0	0	0	0
ENSG00000064199	5	0	3.3	0	0	0	2	0	0
ENSG00000064201	24	0	0	0	0	0	0	0	0
ENSG00000064205	4	590	0	9	0	0	3	0	0
ENSG00000064218	0	0	0	0	0	0	0	0	0
ENSG00000064225	35	0	200	0	0	0	0	0	0
ENSG00000064270	0	0	6	54	0	0	5	0	0
ENSG00000064300	0	0	27	20	0	0	0	0	0
ENSG00000064309	2	1347	0	36.78	0	0	0	0	0
ENSG00000064313	178	1412	20	432.29	0	0	4	0	2
ENSG00000064393	3225	1	2298	978	0	3	2928	3059	185
ENSG00000064419	445	8	621	762	1483	1	387	2267	36
ENSG00000064489	0	0	0	65.43	0.1	0	0	0	0
ENSG00000064490	146	0	46	212.24	0	0	47.95	0	812.95
ENSG00000064545	12	1	84	1	0	2	9	1712	0
ENSG00000064547	48	2	215	122	0	0	1	0	0
ENSG00000064601	7007.74	1974.29	5430.17	1600.55	4037.34	2746	4049	1129	2532
ENSG00000064607	958.71	26.93	511.96	1211.06	2749.96	1	675.15	87.04	24.13
ENSG00000064651	144	7	214	309	223	1	1926	13	1501
ENSG00000064652	25	123	1	19	0	0	0	0	0
ENSG00000064655	2	0	311	8	0	0	0	0	0
ENSG00000064666	972.56	0	2559.04	2905.26	43.87	0	1584.47	3	920
ENSG00000064687	63	0	298	114	0	0	14	0	4
ENSG00000064692	6	468	0	132	0	0	0	0	0
ENSG00000064703	20	0	1	21	267	0	0	0	175
ENSG00000064726	134	48	54	10	5	97	165	0	233
ENSG00000064763	253	0	51	1	0	3	5.61	0	204
ENSG00000064787	0	0	18	0	0	3779	0	5	0
ENSG00000064835	0	0	0	0	0	0	0	0	0
ENSG00000064886	4	0	0	0	40	0	0	0	0
ENSG00000064932	187	0	83.58	219.54	0	0	806	3.31	0
ENSG00000064933	15	5.14	5	76	0	0	42	0	0
ENSG00000064961	137	1	100.33	582.5	20.1	0	18	0	0
ENSG00000064989	143	21	0	162	0	0	0	12	0
ENSG00000064995	149	0	20	129	0	0	1006	0	1
ENSG00000064999	306	128	362	208	0	1565	323	2	0
ENSG00000065000	1177	283	167	755	157	4965	1493	139	0
ENSG00000065029	121	6	343	496	0	0	31	0	0
ENSG00000065054	1	0	0	16	0	0	13	12	0
ENSG00000065057	117	0	0	63	0	0	0	0	0
ENSG00000065060	429	0	531	186	0	0	40	0	745.75
ENSG00000065135	1271.45	883.12	414.51	139.78	10.87	84	451	183.35	2074.29
ENSG00000065150	617.56	835	346	338.99	0	3	314	59	1988
ENSG00000065154	156	10	15	128	0	3	1	0	2
ENSG00000065183	3.01	96	376.11	5.02	42.85	0	222.76	1	17.48
ENSG00000065243	252	68	235	28	95	0	143	0	46
ENSG00000065268	9	0	0	10	0	0	0	0	0
ENSG00000065308	72	375	92	862.88	0	0	432	0	1
ENSG00000065320	0	0	0	153	0	0	0	0	0
ENSG00000065325	0	0	0	43	0	0	0	0	0
ENSG00000065328	37	0	0	2	0	0	0	0	0
ENSG00000065357	355.02	40	261	140.05	346	1	116	1	2822
